False
False
True
lenovo,True,Nolan
lenovo,windows,4,100,0,True,Nolan
lenovo,windows,4,100,0,False,Nolan,Lowhorn,123 Street,nlowhorn2@ivytech.edu,1111111111,11111111111111
lenovo,windows,4,100,0,False,Nolan,Lowhorn,123 Street,nlowhorn2@ivytech.edu,1111111111,11111111111111
lenovo,windows,4,100,0,8,Nolan,Lowhorn,123 Street,nlowhorn2@ivytech.edu,1111111111,11111111111111
lenovo,windows,4,100,0,8,Nolan,Lowhorn,123 Street,nlowhorn2@ivytech.edu,1111111111,11111111111111
lenovo,windows,4,100,0,False,Nolan,Lowhorn,123 Street,nlowhorn2@ivytech.edu,1111111111,11111111111111
lenovo,windows,4,100,0,False,Nolan,Lowhorn,123 Street,nlowhorn2@ivytech.edu,1111111111,11111111111111
lenovo,windows,4,100,0,False,Nolan,Lowhorn,123 Street,nlowhorn2@ivytech.edu,1111111111,11111111111111
lenovo,windows,4,100,0,False,Nolan,Lowhorn,123 Street,nlowhorn2@ivytech.edu,1111111111,11111111111111
lenovo,windows,4,100,0,False,Nolan,Lowhorn,123 Street,nlowhorn2@ivytech.edu,1111111111,11111111111111
lenovo,windows,4,100,0,False,Nolan,Lowhorn,123 Street,nlowhorn2@ivytech.edu,1111111111,11111111111111
lenovo,windows,4,100,0,False,Nolan,Lowhorn,123 Street,nlowhorn2@ivytech.edu,1111111111,11111111111111
lenovo,windows,4,100,0,False,Nolan,Lowhorn,123 Street,nlowhorn2@ivytech.edu,1111111111,11111111111111
lenovo,windows,4,100,0,False,Nolan,Lowhorn,123 Street,nlowhorn2@ivytech.edu,1111111111,11111111111111
lenovo,windows,4,100,0,False,Nolan,Lowhorn,123 Street,nlowhorn2@ivytech.edu,1111111111,11111111111111
lenovo,windows,4,100,0,False,Nolan,Lowhorn,123 Street,nlowhorn2@ivytech.edu,1111111111,11111111111111
lenovo,windows,4,100,0,False,Nolan,Lowhorn,123 Street,nlowhorn2@ivytech.edu,1111111111,11111111111111
lenovo,windows,4,100,0,False,Nolan,Lowhorn,123 Street,nlowhorn2@ivytech.edu,1111111111,11111111111111
lenovo,windows,4,100,0,False,Nolan,Lowhorn,123 Street,nlowhorn2@ivytech.edu,1111111111,11111111111111
lenovo,windows,4,100,0,False,Nolan,Lowhorn,123 Street,nlowhorn2@ivytech.edu,1111111111,11111111111111
lenovo,windows,4,100,0,False,Nolan,Lowhorn,123 Street,nlowhorn2@ivytech.edu,1111111111,11111111111111
lenovo,windows,4,100,1000,False,Nolan,Lowhorn,123 Street,nlowhorn2@ivytech.edu,1111111111,11111111111111
lenovo,windows,4,100,500,8,Nolan,Lowhorn,123 Street,nlowhorn2@ivytech.edu,1111111111,11111111111111
lenovo,windows,4,100,500,8,Nolan,Lowhorn,123 Street,nlowhorn2@ivytech.edu,1111111111,11111111111111
lenovo,windows,4,100,0,False,Nolan,Lowhorn,123 Street,nlowhorn2@ivytech.edu,1111111111,11111111111111
lenovo,windows,4,100,0,False,Nolan,Lowhorn,123 Street,nlowhorn2@ivytech.edu,1111111111,11111111111111
lenovo,windows,4,100,0,False,Nolan,Lowhorn,123 Street,nlowhorn2@ivytech.edu,1111111111,11111111111111
lenovo,windows,4,100,0,8,Nolan,Lowhorn,123 Street,nlowhorn2@ivytech.edu,1111111111,11111111111111
lenovo,windows,4,100,0,8,Nolan,Lowhorn,123 Street,nlowhorn2@ivytech.edu,1111111111,11111111111111
lenovo,windows,4,100,0,True,Nolan,Lowhorn,123 Street,nlowhorn2@ivytech.edu,1111111111,11111111111111
lenovo,windows,4,100,0,True,Nolan,Lowhorn,123 Street,nlowhorn2@ivytech.edu,1111111111,11111111111111
lenovo,windows,4,100,0,True,Nolan,Lowhorn,123 Street,nlowhorn2@ivytech.edu,1111111111,11111111111111
lenovo,windows,4,100,0,8,Nolan,Lowhorn,123 Street,nlowhorn2@ivytech.edu,1111111111,11111111111111
lenovo,windows,4,100,0,8,Nolan,Lowhorn,123 Street,nlowhorn2@ivytech.edu,1111111111,1
lenovo,windows,4,100,0,False,Nolan,Lowhorn,123 Street,nlowhorn2@ivytech.edu,1111111111,11111111111111
lenovo,windows,4,100,0,8,Nolan,Lowhorn,123 Street,nlowhorn2@ivytech.edu,1111111111,11111111111111
lenovo,windows,4,100,0,8,Nolan,Lowhorn,123 Street,nlowhorn2@ivytech.edu,1111111111,11111111111111
lenovo,windows,4,100,0,False,Nolan,Lowhorn,123 Street,nlowhorn2@ivytech.edu,111-111-1111,11111111111111
lenovo,windows,4,100,0,8,Nolan,Lowhorn,123 Street,nlowhorn2@ivytech.edu,111-111-1111,11111111111111
lenovo,windows,4,100,0,False,Nolan,Lowhorn,123 Street,nlowhorn2@ivytech.edu,111-111-1111,11111111111111
lenovo,windows,4,100,0,True,Nolan,Lowhorn,123 Street,nlowhorn2@ivytech.edu,123-323-1332,11111111111111
lenovo,windows,4,100,0,8,Nolan,Lowhorn,123 Street,nlowhorn2@ivytech.edu,121-232-2321,11111111111111
lenovo,windows,4,100,0,8,Nolan,Lowhorn,123 Street,nlowhorn2@ivytech.edu,121-232-2321,11111111111111
lenovo,windows,4,100,0,False,Nolan,Lowhorn,123 Street,nlowhorn2@ivytech.edu,123-123-1213,2
lenovo,macos,4,100,0,True,Nolan,Lowhorn,123 Street,nlowhorn2@ivytech.edu,123-212-7879,1
